0.7,-25,-101,-67,-43,101,67,0,20
0.5,-43,-101,-67,-24,101,67,0,20
0.5,-25,-101,-67,-43,101,67,0,20
0.5,-43,-101,-67,-24,101,67,0,20
0.7,45,-45,-45,45,45,45,0,25
