0.8,        -20, -70, -24,      20, 70, 24,         0, -2
0.8,        45, -70, -24,       -45, 70, 24,        0, -2
0.8,        -20, -70, -24,      20, 70, 24,         0, -2
0.8,        45, -45, -45,       -45, 45, 45,        0, 20
